,Pressure,Temperature,Timestamp
88,1019.834167,42.70000076,34:25.5
89,1019.814636,42.70000076,34:26.5
90,1019.826172,42.68999863,34:27.6
91,1019.83374,42.68999863,34:28.6
92,1019.812195,42.68999863,34:29.6
93,1019.799683,42.68000031,34:30.6
94,1019.808105,42.68000031,34:31.7
95,1019.799683,42.68000031,34:32.7
96,1019.809692,42.68000031,34:33.7
97,1019.804688,42.68000031,34:34.8
98,1019.807739,42.66999817,34:35.8
99,1019.795471,42.66999817,34:36.8
100,1019.772583,42.66999817,34:37.9
101,1019.786377,42.66999817,34:38.9
102,1019.765442,42.66999817,34:40.0
103,1019.73999,42.65999985,34:41.0
104,1019.737488,42.66999817,34:42.2
105,1019.761108,42.65999985,34:43.2
106,1019.750366,42.65999985,34:44.2
107,1019.720337,42.65000153,34:45.3
108,1019.685059,42.63000107,34:46.3
109,1019.76062,42.65000153,34:47.3
110,1019.732605,42.65000153,34:48.4
111,1019.74115,42.65000153,34:49.4
112,1019.71814,42.65000153,34:50.4
113,1019.710449,42.63999939,34:51.5
114,1019.723267,42.63999939,34:52.5
115,1019.715759,42.63999939,34:53.5
116,1019.694153,42.63000107,34:54.6
117,1019.696411,42.63999939,34:55.6
118,1019.680481,42.63999939,34:56.6
119,1019.692505,42.63999939,34:57.7
120,1019.669678,42.63000107,34:58.7
121,1019.667725,42.63000107,34:59.8
122,1019.653137,42.61999893,35:00.8
123,1019.66748,42.63000107,35:01.8
124,1019.644714,42.63000107,35:02.9
125,1019.678894,42.61999893,35:03.9
126,1019.676086,42.61999893,35:04.9
127,1019.654358,42.61999893,35:05.9
128,1019.668457,42.61999893,35:07.0
129,1019.645325,42.61000061,35:08.0
130,1019.673523,42.61999893,35:09.1
131,1019.58844,42.59999847,35:10.2
132,1019.606567,42.61000061,35:11.3
133,1019.590454,42.61000061,35:12.4
134,1019.579163,42.59999847,35:13.4
135,1019.592529,42.61000061,35:14.4
136,1019.59906,42.59999847,35:15.4
137,1019.602478,42.59999847,35:16.5
138,1019.599976,42.59000015,35:17.5
139,1019.617798,42.59999847,35:18.6
140,1019.612366,42.59000015,35:19.6
141,1019.592834,42.59000015,35:20.6
142,1019.573425,42.59000015,35:21.7
143,1019.541077,42.58000183,35:22.7
144,1019.54126,42.58000183,35:23.7
145,1019.559082,42.58000183,35:24.8
146,1019.544067,42.56999969,35:25.8
147,1019.534058,42.58000183,35:26.9
148,1019.531738,42.56999969,35:27.9
149,1019.540527,42.56999969,35:28.9
150,1019.545715,42.56999969,35:30.0
151,1019.526123,42.56000137,35:31.0
152,1019.477966,42.54999924,35:32.0
153,1019.505005,42.56000137,35:33.0
154,1019.510132,42.56000137,35:34.1
155,1019.488098,42.54999924,35:35.1
156,1019.481506,42.54999924,35:36.1
157,1019.497498,42.56000137,35:37.2
158,1019.488647,42.56000137,35:38.4
159,1019.491577,42.54999924,35:39.4
160,1019.496887,42.54999924,35:40.5
161,1019.498657,42.54999924,35:41.6
162,1019.314209,42.54999924,35:42.7
163,1019.863892,42.54999924,35:43.7
164,1020.072205,42.54000092,35:44.8
165,1019.860168,42.54000092,35:45.8
166,1019.68158,42.5,35:46.8
167,1019.57782,42.52999878,35:47.9
168,1019.518799,42.54000092,35:48.9
169,1019.437805,42.52999878,35:49.9
170,1019.388306,42.52999878,35:50.9
171,1019.32843,42.52999878,35:52.0
172,1019.298096,42.52000046,35:53.0
173,1019.275452,42.52000046,35:54.0
174,1019.265869,42.50999832,35:55.1
175,1019.201904,42.5,35:56.1
176,1019.204468,42.50999832,35:57.1
177,1019.174988,42.49000168,35:58.2
178,1019.167786,42.49000168,35:59.2
179,1019.147034,42.5,36:00.2
180,1019.164246,42.49000168,36:01.3
181,1019.112671,42.47999954,36:02.4
182,1019.103149,42.47000122,36:03.4
183,1019.078735,42.47000122,36:04.4
184,1019.071472,42.47000122,36:05.4
185,1019.078613,42.47000122,36:06.5
186,1019.070374,42.45999908,36:07.5
187,1019.03717,42.45999908,36:08.5
188,1019.041931,42.45000076,36:09.6
189,1019.022705,42.45000076,36:10.6
190,1019.017273,42.45000076,36:11.7
191,1018.998657,42.43999863,36:12.7
192,1019.010803,42.43000031,36:13.8
193,1018.968201,42.41999817,36:14.8
194,1018.972473,42.40999985,36:15.8
195,1018.944275,42.40999985,36:16.9
196,1018.960144,42.40999985,36:17.9
197,1018.950806,42.40000153,36:18.9
198,1018.970459,42.40000153,36:19.9
199,1018.930786,42.38999939,36:21.0
200,1018.919922,42.38999939,36:22.0
201,1018.914673,42.38999939,36:23.0
202,1018.905396,42.38000107,36:24.1
203,1018.929993,42.38000107,36:25.1
204,1018.898071,42.36999893,36:26.1
205,1018.881775,42.36999893,36:27.2
206,1018.868835,42.36000061,36:28.2
207,1018.837341,42.36000061,36:29.3
208,1018.856201,42.34999847,36:30.3
209,1018.828918,42.34000015,36:31.3
210,1018.86438,42.34999847,36:32.3
211,1018.802002,42.33000183,36:33.4
212,1018.809631,42.34000015,36:34.4
213,1018.833923,42.34000015,36:35.4
214,1018.802002,42.33000183,36:36.5
215,1018.817322,42.33000183,36:37.5
216,1018.774841,42.31999969,36:38.5
217,1018.774048,42.31000137,36:39.6
218,1018.760925,42.29999924,36:40.7
219,1018.750305,42.29999924,36:41.8
220,1018.757019,42.29000092,36:42.8
221,1018.740845,42.29000092,36:43.9
222,1018.734009,42.29000092,36:44.9
223,1018.737061,42.27999878,36:45.9
224,1018.750854,42.27999878,36:46.9
225,1018.72406,42.27999878,36:48.0
226,1018.722046,42.27000046,36:49.0
227,1018.718262,42.27000046,36:50.0
228,1018.670166,42.25999832,36:51.1
229,1018.677795,42.27000046,36:52.1
230,1018.652832,42.25999832,36:53.2
231,1018.633118,42.25999832,36:54.2
232,1018.569214,42.24000168,36:55.2
233,1018.528748,42.24000168,36:56.3
234,1018.50061,42.24000168,36:57.3
235,1018.432861,42.22999954,36:58.3
236,1018.411072,42.24000168,36:59.4
237,1018.380493,42.22999954,37:00.4
238,1018.3078,42.22000122,37:01.4
239,1018.279846,42.22000122,37:02.5
240,1018.240295,42.20999908,37:03.5
241,1018.21283,42.22000122,37:04.5
242,1018.143738,42.20999908,37:05.5
243,1018.124084,42.20999908,37:06.6
244,1018.072754,42.20000076,37:07.6
245,1018.034241,42.20000076,37:08.6
246,1017.971924,42.18999863,37:09.7
247,1017.959717,42.18999863,37:10.7
248,1017.908264,42.18000031,37:11.7
249,1017.844788,42.18000031,37:12.8
250,1017.830566,42.16999817,37:13.8
251,1017.811096,42.16999817,37:14.8
252,1017.776733,42.15999985,37:15.9
253,1017.764832,42.16999817,37:16.9
254,1017.741699,42.15999985,37:17.9
255,1017.711548,42.15000153,37:19.0
256,1017.681885,42.15999985,37:20.0
257,1017.671143,42.15000153,37:21.0
258,1017.663757,42.15000153,37:22.1
259,1017.619202,42.13999939,37:23.1
260,1017.612061,42.13999939,37:24.1
261,1017.594238,42.13000107,37:25.2
262,1017.569702,42.13000107,37:26.2
263,1017.565796,42.13000107,37:27.2
264,1017.533264,42.11999893,37:28.3
265,1017.531555,42.11999893,37:29.3
266,1017.515808,42.11999893,37:30.3
267,1017.450378,42.11000061,37:31.4
268,1017.499207,42.11000061,37:32.4
269,1017.492371,42.11000061,37:33.4
270,1017.479065,42.09000015,37:34.5
271,1017.451172,42.09999847,37:35.5
272,1017.465149,42.09999847,37:36.5
273,1017.418762,42.09000015,37:37.5
274,1017.478699,42.09000015,37:38.6
275,1017.43219,42.08000183,37:39.6
276,1017.476257,42.08000183,37:40.7
277,1017.394531,42.04000092,37:41.8
278,1017.454346,42.06999969,37:42.9
279,1017.422485,42.06000137,37:43.9
280,1017.424194,42.06000137,37:44.9
281,1017.407471,42.04999924,37:46.0
282,1017.400879,42.04999924,37:47.0
283,1017.400146,42.04000092,37:48.0
284,1017.410461,42.04000092,37:49.1
285,1017.426636,42.04999924,37:50.1
286,1017.409973,42.02999878,37:51.1
287,1017.413269,42.02999878,37:52.2
288,1017.409973,42.02999878,37:53.2
289,1017.406067,42.02999878,37:54.2
290,1017.341431,41.97999954,37:55.2
291,1017.409058,42.02000046,37:56.3
292,1017.416077,42.02000046,37:57.3
293,1017.390625,42.00999832,37:58.3
294,1017.403137,42.00999832,37:59.4
295,1017.390015,42,38:00.4
296,1017.390442,42.00999832,38:01.5
297,1017.405884,42,38:02.5
298,1017.399048,42,38:03.5
299,1017.368591,41.99000168,38:04.6
300,1017.382202,41.99000168,38:05.6
301,1017.399658,41.99000168,38:06.7
302,1017.386719,41.97999954,38:07.8
303,1017.389832,41.97000122,38:08.8
304,1017.378296,41.95999908,38:09.9
305,1017.359314,41.95999908,38:10.9
306,1017.369995,41.97000122,38:12.0
307,1017.365967,41.95999908,38:13.0
308,1017.385315,41.95999908,38:14.1
309,1017.372314,41.95000076,38:15.1
310,1017.367737,41.95999908,38:16.1
311,1017.365601,41.95000076,38:17.2
312,1017.379395,41.95000076,38:18.2
313,1017.398254,41.93999863,38:19.2
314,1017.366699,41.91999817,38:20.2
315,1017.369751,41.93999863,38:21.3
316,1017.383423,41.93000031,38:22.3
317,1017.374451,41.93000031,38:23.4
318,1017.399231,41.93000031,38:24.4
319,1017.393127,41.91999817,38:25.4
320,1017.357483,41.90999985,38:26.4
321,1017.387817,41.91999817,38:27.5
322,1017.386108,41.91999817,38:28.5
323,1017.378418,41.90999985,38:29.6
324,1017.394348,41.90999985,38:30.6
325,1017.341736,41.90999985,38:31.6
326,1017.372192,41.90000153,38:32.7
327,1017.378113,41.90000153,38:33.7
328,1017.375854,41.90000153,38:34.7
329,1017.379395,41.90000153,38:35.8
330,1017.375854,41.90000153,38:36.8
331,1017.394714,41.88999939,38:37.9
332,1017.380493,41.88999939,38:38.9
333,1017.385803,41.88999939,38:40.0
334,1017.367004,41.86999893,38:41.0
335,1017.382019,41.88000107,38:42.2
336,1017.335388,41.86999893,38:43.3
337,1017.78833,41.88000107,38:44.3
338,1018.113586,41.88000107,38:45.3
339,1018.302124,41.86999893,38:46.4
340,1018.379395,41.86999893,38:47.4
341,1018.438049,41.88000107,38:48.4
342,1018.447998,41.86999893,38:49.5
343,1018.457581,41.88000107,38:50.5
344,1018.462952,41.88000107,38:51.5
345,1018.443359,41.88000107,38:52.6
346,1018.479675,41.88000107,38:53.6
347,1018.467285,41.86999893,38:54.6
348,1018.455811,41.88000107,38:55.7
349,1018.412354,41.86000061,38:56.7
350,1018.419983,41.88000107,38:57.8
351,1018.440918,41.86999893,38:58.8
352,1018.427124,41.88000107,38:59.8
353,1018.420471,41.88000107,39:00.9
354,1018.419983,41.88000107,39:01.9
355,1018.390015,41.86999893,39:02.9
